dt,s1,s2,s1_norm,s2_norm,s1_ma10,s1_ma30,s1_ma60,s2_ma10,s2_ma30,s2_ma60
2015-02-16,300,61.479895863786,0.5763104332596536,0.6211012504150027,0.4330012388557531,0.48685424711923847,,0.4325361129676006,0.4636583737824313,
2015-02-17,296,53.708333895643925,0.5686262941495249,0.5425889694770976,0.4660430370293066,0.483460419012265,,0.46775952422881356,0.4618097917970402,
2015-02-18,155,31.654263663023173,0.2977603905174877,0.3197875088407667,0.4533642074975942,0.4735991071542665,,0.4603607577985457,0.45574149519975743,
2015-02-19,147,27.695844707561097,0.28239211229723027,0.27979754255404526,0.4291591693006887,0.4654667265960469,,0.43290386531919756,0.4506496508399735,
2015-02-20,172,35.929745677464865,0.33041798173553477,0.3629806077877801,0.3965015780826417,0.4567580356045677,,0.4138176083090352,0.4424772351359982,
2015-02-21,90,20.739618756129982,0.1728931299778961,0.20952220171456754,0.36442029729785436,0.45029055185354266,,0.378979221230822,0.4390121032821579,
2015-02-22,185,37.2077750046038,0.35539143384345306,0.37589191158881025,0.3584650894875046,0.4386362742031808,,0.3687431978932816,0.4327232376123076,
2015-02-23,279,49.96963779959127,0.5359687029314779,0.5048187555306585,0.3684544703306719,0.4479212756279197,,0.38123521040611613,0.4411143459737206,
2015-02-24,290,57.18200388143168,0.5571000854843319,0.5776817545475533,0.39515685373836923,0.44868968953893257,,0.4162110289019808,0.4425800558309067,
2015-02-25,206,39.49596356433394,0.39573316417162885,0.39900835893580117,0.40725937283682195,0.4355626185591293,,0.4193178861392083,0.4330496717828689,
2015-02-26,176,30.21362148762612,0.3381021208456635,0.3052334071467402,0.38343854159542295,0.4253811342382088,,0.387731101812382,0.4250204807869254,
2015-02-27,327,60.07954966148434,0.6281783722530224,0.6069542391840391,0.38939374940577265,0.43428192870744126,,0.3941676287830762,0.43263041424330007,
2015-02-28,78,19.23714561566717,0.14984071264750995,0.19434345209007295,0.3746017816187749,0.4225636165644949,,0.38162322310800684,0.4217636793299448,
2015-03-01,415,53.61954464838845,0.7972294326758542,0.5416919752366395,0.42608551365663727,0.4404932744881286,0.4571102253137819,0.4078126663762662,0.4286565728572552,0.44492713983367066
2015-03-02,219,38.78408633985384,0.42070661627954714,0.39181661229969483,0.4351143771110385,0.4527238625717501,0.46216895022795,0.41069626682745775,0.43954254308850155,0.44833152439175555
2015-03-03,121,31.881259864546625,0.23244520808139363,0.32208074019102856,0.44106958492138826,0.4523396556162437,0.4614645708095216,0.4219521206751038,0.44020684217340694,0.44956882549801436
2015-03-04,226,41.566527561002914,0.4341538597222724,0.41992625200192957,0.44894582750927026,0.4525317590939969,0.4626171916760409,0.4263555547164158,0.4375902202084434,0.4504675878558361
2015-03-05,275,39.660658132859766,0.5282845638213491,0.4006721874282011,0.44817741359825736,0.44286255071375163,0.4633856055870537,0.41594089790617,0.4286942048036719,0.44969356104865965
2015-03-06,345,36.64646678553544,0.6627569982486017,0.37022128980532515,0.4587431048746843,0.43972486057711574,0.46620312326076757,0.3951948514319472,0.4169189376590452,0.4472682384349735
2015-03-07,104,13.460592758382846,0.1997876168633466,0.13598577024401412,0.439148550143856,0.418785581502015,0.4613365018243527,0.3688925925627685,0.39653687144777194,0.44209428540431983
2015-03-08,183,29.75367135247068,0.35154936428838873,0.3005867563992091,0.4404932744881286,0.4189776849797682,0.45877512212097654,0.36842792748801545,0.3962317140893327,0.4392168023629906
2015-03-09,227,41.511583668622436,0.4360748944998046,0.419371180790752,0.4212829267128068,0.42557323771596206,0.4590632773376064,0.34966962164868665,0.40386559155352547,0.4390003500866554
2015-03-10,245,43.31048607081446,0.4706535204953838,0.43754460993662264,0.45336420749759415,0.4271100655379877,0.46172070877985916,0.3739897374333417,0.40532457277996475,0.44017862517524714
2015-03-11,204,43.441742930775874,0.39189109461656446,0.43887063365058926,0.4128303736916652,0.42269168554966374,0.46376981254256017,0.3637076032747366,0.4014747116567335,0.44286102216804724
2015-03-12,319,57.05697520101243,0.612810094032765,0.5764186510784423,0.4320407214669871,0.4212188922202224,0.4682842442697608,0.3821678071526114,0.40222722742970146,0.44579494634866107
2015-03-13,290,53.616760386052704,0.5571000854843319,0.5416638471991091,0.4645062092072808,0.4233320304755078,0.466587330216274,0.4041261178534194,0.40168581991978175,0.4433375658401166
2015-03-14,78,18.093176177313413,0.14984071264750995,0.18278648962916885,0.4360748944998045,0.41449527049885976,0.4603759844355866,0.38041214161614334,0.39183696474194696,0.43714624021730036
2015-03-15,279,54.09536296512326,0.5359687029314779,0.5464989344440708,0.4368433084108174,0.4178250641132489,0.459159329076483,0.39499481631773037,0.3973903082100055,0.436850208497203
2015-03-16,302,57.47186152283448,0.580152502814718,0.5806100442101854,0.4285828588674291,0.42749427249349414,0.4608242258836775,0.4160336917582163,0.40914652403071483,0.43623134207075526
2015-03-17,267,61.234220237230886,0.5129162856010917,0.6186193099903159,0.4598957257412035,0.4354345495739605,0.4572382942989508,0.46429704573284647,0.4175025081449411,0.434759811236692
2015-03-18,189,44.20774322397569,0.3630755729535818,0.44660915911879695,0.461048346607723,0.42832672089709145,0.457590484008165,0.47889928600480525,0.4116861051017342,0.43767223944208283
2015-03-19,334,62.03369802129741,0.6416256156957477,0.6266960421380557,0.4816034187273172,0.4307600316152989,0.4571102253137819,0.4996317721395357,0.41448967419043287,0.43814973299373655
2015-03-20,123,25.87054319104723,0.236287277636458,0.2613574160970492,0.45816679444142466,0.4287109278525979,0.4511550175034322,0.4820130527555784,0.412542004432309,0.4341417498160332
2015-03-21,265,39.05279017709927,0.5090742160460274,0.3945311954485376,0.46988510658437094,0.43626699797755786,0.45086686228680234,0.47757910893537325,0.416366459528792,0.4335080551843828
2015-03-22,422,53.62448013351079,0.8106766761185794,0.5417418360234514,0.4896717647929524,0.4522756211236593,0.4545168283641135,0.47411142742987417,0.4223251671366477,0.43240120113632297
2015-03-23,198,39.490957584617924,0.3803648859513714,0.3989577859766657,0.47199824483965636,0.45919134632277514,0.45474094908815893,0.4598408213076297,0.428639686612051,0.4338258949471045
2015-03-24,337,61.768342168366885,0.6473887200283442,0.6240152820335616,0.5217530455777398,0.4689245891956048,0.45378043169939286,0.503963700548069,0.436910465626876,0.4348168516195919
2015-03-25,308,53.997798075969115,0.591678711479911,0.5455132841953375,0.527324046432583,0.4707815894805526,0.45935143255423616,0.5038651355231957,0.4382669499156987,0.4396906479447097
2015-03-26,178,36.59099782788195,0.3419441904007278,0.3696609141170818,0.503503215191184,0.46360972631109915,0.4561497079250159,0.48277022251388535,0.43133292190134964,0.43695648886612815
2015-03-27,250,53.570439354164606,0.4802586943830447,0.5411958885205526,0.5002374560693793,0.466427243984813,0.45099493127197116,0.475027880366909,0.43607250622084137,0.43456108900185514
2015-03-28,71,21.42415258960053,0.1363934692047847,0.21643771147505775,0.4775692456944996,0.4597036222634504,0.4425423782508296,0.4520107356025351,0.4331126496984519,0.42906656524268866
2015-03-29,332,50.876165989357304,0.6377835461406833,0.5139769654509813,0.4771850387389932,0.4600237947263724,0.4471528617169068,0.4407388279338276,0.4300134072406833,0.4313219107419917
2015-03-30,204,41.00749430804385,0.39189109461656446,0.41427861308585645,0.4927454204370038,0.46809214079200756,0.44532787867825124,0.45603094763270835,0.43734457927387616,0.42955412930191045
2015-03-31,242,47.43989609778014,0.46489041616278726,0.4792620151987774,0.4883270404486798,0.4570141735749053,0.44875372403151703,0.46450402960773235,0.4352635806059474,0.4319600767316013
2015-04-01,231,51.042932280275096,0.4437590336099333,0.5156617235391472,0.4516352761978153,0.4577825874859182,0.4552532250288342,0.46189601835930194,0.4393917509805958,0.43946714703454864
2015-04-02,353,75.85076627264002,0.6781252764688591,0.7662831095428548,0.481411315249564,0.4726385897655004,0.46248912269087206,0.4986285507159208,0.4541984966256567,0.4472026693995318
2015-04-03,233,46.28889568346954,0.4476011031649977,0.46763402223437167,0.4614325535632293,0.4730868312135913,0.4628092951537941,0.4829904247360018,0.45578875563340476,0.44668948792092406
